id,location,date,new_cases,total_cases,new_deaths,total_deaths
4996,New Jersey,2020-06-01,160918,304363,11721,19614
6646,New Jersey,2020-07-01,173782,478145,15078,34692
8351,New Jersey,2020-08-01,183904,662049,15830,50522
10056,New Jersey,2020-09-01,194070,856119,15950,66472
11706,New Jersey,2020-10-01,207676,1063795,16127,82599
13411,New Jersey,2020-11-01,241422,1305217,16354,98953
15061,New Jersey,2020-12-01,343739,1648956,17083,116036
16766,New Jersey,2021-01-01,484882,2133838,19160,135196
18471,New Jersey,2021-02-01,700346,2834184,21513,156709
20011,New Jersey,2021-03-01,792496,3626680,23273,179982
21716,New Jersey,2021-04-01,914420,4541100,24591,204573
23366,New Jersey,2021-05-01,998811,5539911,25588,230161
25071,New Jersey,2021-06-01,1016490,6556401,26219,256380
26721,New Jersey,2021-07-01,1023613,7580014,26463,282843
28426,New Jersey,2021-08-01,1040281,8620295,26607,309450
1642,New Mexico,2020-04-01,363,363,6,6
3292,New Mexico,2020-05-01,3513,3876,131,137
4997,New Mexico,2020-06-01,7800,11676,362,499
6647,New Mexico,2020-07-01,12276,23952,500,999
8352,New Mexico,2020-08-01,20796,44748,651,1650
10057,New Mexico,2020-09-01,25460,70208,787,2437
11707,New Mexico,2020-10-01,29661,99869,882,3319
13412,New Mexico,2020-11-01,47232,147101,1026,4345
15062,New Mexico,2020-12-01,99419,246520,1589,5934
16767,New Mexico,2021-01-01,144142,390662,2504,8438
18472,New Mexico,2021-02-01,174550,565212,3297,11735
20012,New Mexico,2021-03-01,185297,750509,3731,15466
21717,New Mexico,2021-04-01,191946,942455,3944,19410
23367,New Mexico,2021-05-01,197733,1140188,4069,23479
25072,New Mexico,2021-06-01,203151,1343339,4266,27745
26722,New Mexico,2021-07-01,205629,1548968,4345,32090
28427,New Mexico,2021-08-01,210416,1759384,4412,36502
247,New York,2020-03-01,1,1,0,0
1643,New York,2020-04-01,84364,84365,2415,2415
3293,New York,2020-05-01,313575,397940,23841,26256
4998,New York,2020-06-01,376520,774460,29766,56022
6648,New York,2020-07-01,398770,1173230,31791,87813
8353,New York,2020-08-01,420477,1593707,32390,120203
10058,New York,2020-09-01,440237,2033944,32551,152754
11708,New York,2020-10-01,464752,2498696,32768,185522
13413,New York,2020-11-01,514482,3013178,33174,218696
15063,New York,2020-12-01,660041,3673219,34222,252918
16768,New York,2021-01-01,996073,4669292,37733,290651
18473,New York,2021-02-01,1429096,6098388,43354,334005
20013,New York,2021-03-01,1650560,7748948,47247,381252
21718,New York,2021-04-01,1880768,9629716,49872,431124
23368,New York,2021-05-01,2050174,11679890,51791,482915
25073,New York,2021-06-01,2101111,13781001,52784,535699
26723,New York,2021-07-01,2113544,15894545,53107,588806
28428,New York,2021-08-01,2151035,18045580,53274,642080
1644,North Carolina,2020-04-01,1591,1591,11,11
3294,North Carolina,2020-05-01,10922,12513,405,416
4999,North Carolina,2020-06-01,29368,41881,923,1339
6649,North Carolina,2020-07-01,66815,108696,1389,2728
8354,North Carolina,2020-08-01,124015,232711,1989,4717
10059,North Carolina,2020-09-01,169966,402677,2769,7486
11709,North Carolina,2020-10-01,213218,615895,3601,11087
13414,North Carolina,2020-11-01,276706,892601,4405,15492
15064,North Carolina,2020-12-01,368615,1261216,5322,20814
16769,North Carolina,2021-01-01,543976,1805192,6819,27633
18474,North Carolina,2021-02-01,763358,2568550,9397,37030
20014,North Carolina,2021-03-01,862880,3431430,11286,48316
21719,North Carolina,2021-04-01,917474,4348904,12160,60476
23369,North Carolina,2021-05-01,970673,5319577,12677,73153
25074,North Carolina,2021-06-01,1003793,6323370,13118,86271
26724,North Carolina,2021-07-01,1014967,7338337,13447,99718
28429,North Carolina,2021-08-01,1049288,8387625,13651,113369
1645,North Dakota,2020-04-01,147,147,3,3
3295,North Dakota,2020-05-01,1107,1254,23,26
5000,North Dakota,2020-06-01,2628,3882,64,90
6650,North Dakota,2020-07-01,3624,7506,89,179
8355,North Dakota,2020-08-01,6606,14112,107,286
10060,North Dakota,2020-09-01,12004,26116,149,435
11710,North Dakota,2020-10-01,22221,48337,259,694
13415,North Dakota,2020-11-01,45048,93385,536,1230
15065,North Dakota,2020-12-01,79661,173046,960,2190
16770,North Dakota,2021-01-01,92777,265823,1316,3506
18475,North Dakota,2021-02-01,97708,363531,1447,4953
20015,North Dakota,2021-03-01,99882,463413,1475,6428
21720,North Dakota,2021-04-01,103331,566744,1498,7926
23370,North Dakota,2021-05-01,107670,674414,1525,9451
25075,North Dakota,2021-06-01,109993,784407,1543,10994
26725,North Dakota,2021-07-01,110749,895156,1559,12553
28430,North Dakota,2021-08-01,111705,1006861,1570,14123
1646,Northern Mariana Islands,2020-04-01,6,6,1,1
3296,Northern Mariana Islands,2020-05-01,14,20,2,3
5001,Northern Mariana Islands,2020-06-01,22,42,2,5
6651,Northern Mariana Islands,2020-07-01,30,72,2,7
8356,Northern Mariana Islands,2020-08-01,44,116,2,9
10061,Northern Mariana Islands,2020-09-01,57,173,2,11
11711,Northern Mariana Islands,2020-10-01,70,243,2,13
13416,Northern Mariana Islands,2020-11-01,96,339,2,15
15066,Northern Mariana Islands,2020-12-01,106,445,2,17
16771,Northern Mariana Islands,2021-01-01,122,567,2,19
18476,Northern Mariana Islands,2021-02-01,131,698,2,21
20016,Northern Mariana Islands,2021-03-01,143,841,2,23
21721,Northern Mariana Islands,2021-04-01,159,1000,2,25
23371,Northern Mariana Islands,2021-05-01,168,1168,2,27
25076,Northern Mariana Islands,2021-06-01,183,1351,2,29
26726,Northern Mariana Islands,2021-07-01,183,1534,2,31
28431,Northern Mariana Islands,2021-08-01,196,1730,2,33
1647,Ohio,2020-04-01,2548,2548,65,65
3297,Ohio,2020-05-01,18743,21291,1002,1067
5002,Ohio,2020-06-01,35984,57275,2206,3273
6652,Ohio,2020-07-01,52865,110140,2876,6149
8357,Ohio,2020-08-01,92087,202227,3515,9664
10062,Ohio,2020-09-01,124610,326837,4165,13829
11712,Ohio,2020-10-01,155314,482151,4817,18646
13417,Ohio,2020-11-01,219000,701151,5303,23949
15067,Ohio,2020-12-01,430093,1131244,6548,30497
16772,Ohio,2021-01-01,700380,1831624,8962,39459
18477,Ohio,2021-02-01,899079,2730703,11233,50692
20017,Ohio,2021-03-01,968874,3699577,17348,68040
21722,Ohio,2021-04-01,1020041,4719618,18609,86649
23372,Ohio,2021-05-01,1074019,5793637,19284,105933
25077,Ohio,2021-06-01,1102556,6896193,19861,125794
26727,Ohio,2021-07-01,1111903,8008096,20309,146103
28432,Ohio,2021-08-01,1130134,9138230,20492,166595
1648,Oklahoma,2020-04-01,719,719,30,30
3298,Oklahoma,2020-05-01,3748,4467,230,260
5003,Oklahoma,2020-06-01,6573,11040,334,594
6653,Oklahoma,2020-07-01,14112,25152,389,983
8358,Oklahoma,2020-08-01,37706,62858,549,1532
10063,Oklahoma,2020-09-01,59399,122257,809,2341
11713,Oklahoma,2020-10-01,88369,210626,1035,3376
13418,Oklahoma,2020-11-01,124111,334737,1345,4721
15068,Oklahoma,2020-12-01,199482,534219,1758,6479
16773,Oklahoma,2021-01-01,290936,825155,2489,8968
18478,Oklahoma,2021-02-01,390868,1216023,3564,12532
20018,Oklahoma,2021-03-01,424888,1640911,4478,17010
21723,Oklahoma,2021-04-01,438777,2079688,4953,21963
23373,Oklahoma,2021-05-01,448305,2527993,6788,28751
25078,Oklahoma,2021-06-01,453243,2981236,7291,36042
26728,Oklahoma,2021-07-01,458150,3439386,7388,43430
28433,Oklahoma,2021-08-01,480635,3920021,7485,50915
248,Oregon,2020-03-01,2,2,0,0
1649,Oregon,2020-04-01,737,739,19,19
3299,Oregon,2020-05-01,2579,3318,104,123
5004,Oregon,2020-06-01,4303,7621,154,277
6654,Oregon,2020-07-01,9019,16640,211,488
8359,Oregon,2020-08-01,18817,35457,329,817
10064,Oregon,2020-09-01,26958,62415,467,1284
11714,Oregon,2020-10-01,33865,96280,561,1845
13419,Oregon,2020-11-01,45419,141699,691,2536
15069,Oregon,2020-12-01,76655,218354,938,3474
16774,Oregon,2021-01-01,115377,333731,1501,4975
18479,Oregon,2021-02-01,143373,477104,1980,6955
20019,Oregon,2021-03-01,155873,632977,2222,9177
21724,Oregon,2021-04-01,165524,798501,2398,11575
23374,Oregon,2021-05-01,185621,984122,2514,14089
25079,Oregon,2021-06-01,201701,1185823,2703,16792
26729,Oregon,2021-07-01,208900,1394723,2808,19600
28434,Oregon,2021-08-01,219755,1614478,2886,22486
1650,Pennsylvania,2020-04-01,5805,5805,78,78
3300,Pennsylvania,2020-05-01,49764,55569,2671,2749
5005,Pennsylvania,2020-06-01,76734,132303,5574,8323
6655,Pennsylvania,2020-07-01,91864,224167,6704,15027
8360,Pennsylvania,2020-08-01,117468,341635,7270,22297
10065,Pennsylvania,2020-09-01,139591,481226,7764,30061
11715,Pennsylvania,2020-10-01,165078,646304,8234,38295
13420,Pennsylvania,2020-11-01,214500,860804,8888,47183
15070,Pennsylvania,2020-12-01,372688,1233492,10614,57797
16775,Pennsylvania,2021-01-01,652952,1886444,16247,74044
18480,Pennsylvania,2021-02-01,851911,2738355,21741,95785
20020,Pennsylvania,2021-03-01,938308,3676663,24065,119850
21725,Pennsylvania,2021-04-01,1034263,4710926,25179,145029
23375,Pennsylvania,2021-05-01,1158964,5869890,26307,171336
25080,Pennsylvania,2021-06-01,1207596,7077486,27270,198606
26730,Pennsylvania,2021-07-01,1216965,8294451,27684,226290
28435,Pennsylvania,2021-08-01,1230824,9525275,27855,254145
1651,Puerto Rico,2020-04-01,286,286,11,11
3301,Puerto Rico,2020-05-01,1573,1859,94,105
5006,Puerto Rico,2020-06-01,3873,5732,136,241
6656,Puerto Rico,2020-07-01,7537,13269,153,394
8361,Puerto Rico,2020-08-01,17872,31141,225,619
10066,Puerto Rico,2020-09-01,33421,64562,435,1054
11716,Puerto Rico,2020-10-01,49067,113629,665,1719
13421,Puerto Rico,2020-11-01,66661,180290,832,2551
15071,Puerto Rico,2020-12-01,86935,267225,1122,3673
16776,Puerto Rico,2021-01-01,110669,377894,1521,5194
18481,Puerto Rico,2021-02-01,127853,505747,1836,7030
20021,Puerto Rico,2021-03-01,134199,639946,2037,9067
21726,Puerto Rico,2021-04-01,141085,781031,2118,11185
23376,Puerto Rico,2021-05-01,165571,946602,2310,13495
25081,Puerto Rico,2021-06-01,172372,1118974,2505,16000
26731,Puerto Rico,2021-07-01,173673,1292647,2549,18549
28436,Puerto Rico,2021-08-01,180601,1473248,2580,21129
249,Rhode Island,2020-03-01,2,2,0,0
1652,Rhode Island,2020-04-01,566,568,10,10
3302,Rhode Island,2020-05-01,8962,9530,279,289
5007,Rhode Island,2020-06-01,14991,24521,720,1009
6657,Rhode Island,2020-07-01,16853,41374,956,1965
8362,Rhode Island,2020-08-01,19022,60396,1007,2972
10067,Rhode Island,2020-09-01,22002,82398,1050,4022
11717,Rhode Island,2020-10-01,24914,107312,1117,5139
13422,Rhode Island,2020-11-01,32874,140186,1201,6340
15072,Rhode Island,2020-12-01,57906,198092,1380,7720
16777,Rhode Island,2021-01-01,87949,286041,1777,9497
18482,Rhode Island,2021-02-01,115956,401997,2173,11670
20022,Rhode Island,2021-03-01,126588,528585,2517,14187
21727,Rhode Island,2021-04-01,137848,666433,2624,16811
23377,Rhode Island,2021-05-01,148186,814619,2671,19482
25082,Rhode Island,2021-06-01,151844,966463,2712,22194
26732,Rhode Island,2021-07-01,152618,1119081,2730,24924
28437,Rhode Island,2021-08-01,154339,1273420,2740,27664
1653,South Carolina,2020-04-01,1293,1293,26,26
3303,South Carolina,2020-05-01,6258,7551,256,282
5008,South Carolina,2020-06-01,12148,19699,500,782
6658,South Carolina,2020-07-01,37919,57618,766,1548
8363,South Carolina,2020-08-01,90599,148217,1751,3299
10068,South Carolina,2020-09-01,119846,268063,2757,6056
11718,South Carolina,2020-10-01,148323,416386,3400,9456
13423,South Carolina,2020-11-01,178023,594409,3936,13392
15073,South Carolina,2020-12-01,218912,813321,4404,17796
16778,South Carolina,2021-01-01,307507,1120828,5296,23092
18483,South Carolina,2021-02-01,445916,1566744,7283,30375
20023,South Carolina,2021-03-01,517976,2084720,8562,38937
21728,South Carolina,2021-04-01,552681,2637401,9174,48111
23378,South Carolina,2021-05-01,579556,3216957,9506,57617
25083,South Carolina,2021-06-01,593262,3810219,9736,67353
26733,South Carolina,2021-07-01,597021,4407240,9826,77179
28438,South Carolina,2021-08-01,617148,5024388,9904,87083
1654,South Dakota,2020-04-01,129,129,1,1
3304,South Dakota,2020-05-01,2525,2654,21,22
5009,South Dakota,2020-06-01,5034,7688,62,84
6659,South Dakota,2020-07-01,6826,14514,93,177
8364,South Dakota,2020-08-01,8867,23381,134,311
10069,South Dakota,2020-09-01,13749,37130,167,478
11719,South Dakota,2020-10-01,23136,60266,236,714
13424,South Dakota,2020-11-01,47324,107590,437,1151
15074,South Dakota,2020-12-01,80912,188502,948,2099
16779,South Dakota,2021-01-01,99164,287666,1488,3587
18484,South Dakota,2021-02-01,108315,395981,1778,5365
20024,South Dakota,2021-03-01,112470,508451,1888,7253
21729,South Dakota,2021-04-01,117989,626440,1938,9191
23379,South Dakota,2021-05-01,122660,749100,1967,11158
25084,South Dakota,2021-06-01,124191,873291,2014,13172
26734,South Dakota,2021-07-01,124561,997852,2038,15210
28439,South Dakota,2021-08-01,125216,1123068,2043,17253
1655,Tennessee,2020-04-01,2689,2689,23,23
3305,Tennessee,2020-05-01,11781,14470,205,228
5010,Tennessee,2020-06-01,23242,37712,361,589
6660,Tennessee,2020-07-01,44360,82072,602,1191
8365,Tennessee,2020-08-01,105455,187527,1056,2247
10070,Tennessee,2020-09-01,153274,340801,1753,4000
11720,Tennessee,2020-10-01,194601,535402,2473,6473
13425,Tennessee,2020-11-01,257658,793060,3322,9795
15075,Tennessee,2020-12-01,371980,1165040,4584,14379
16780,Tennessee,2021-01-01,572579,1737619,6846,21225
18485,Tennessee,2021-02-01,715439,2453058,9660,30885
20025,Tennessee,2021-03-01,761891,3214949,11327,42212
21730,Tennessee,2021-04-01,799226,4014175,11809,54021
23380,Tennessee,2021-05-01,832906,4847081,12100,66121
25085,Tennessee,2021-06-01,848552,5695633,12356,78477
26735,Tennessee,2021-07-01,854430,6550063,12472,90949
28440,Tennessee,2021-08-01,879858,7429921,12638,103587
250,Texas,2020-03-01,11,11,0,0
1656,Texas,2020-04-01,4402,4413,65,65
3306,Texas,2020-05-01,30342,34755,853,918
5011,Texas,2020-06-01,66081,100836,1695,2613
6661,Texas,2020-07-01,174826,275662,2518,5131
8366,Texas,2020-08-01,448224,723886,7477,12608
10071,Texas,2020-09-01,645534,1369420,13004,25612
11721,Texas,2020-10-01,788066,2157486,16220,41832
13426,Texas,2020-11-01,957789,3115275,18582,60414
15076,Texas,2020-12-01,1275295,4390570,22204,82618
16781,Texas,2021-01-01,1778306,6168876,28434,111052
18486,Texas,2021-02-01,2412150,8581026,37405,148457
20026,Texas,2021-03-01,2658389,11239415,44078,192535
21731,Texas,2021-04-01,2793685,14033100,48651,241186
23381,Texas,2021-05-01,2891264,16924364,50455,291641
25086,Texas,2021-06-01,2948635,19872999,51689,343330
26736,Texas,2021-07-01,2995274,22868273,52554,395884
28441,Texas,2021-08-01,3135695,26003968,53420,449304
251,Utah,2020-03-01,1,1,0,0
1657,Utah,2020-04-01,1012,1013,7,7
3307,Utah,2020-05-01,4829,5842,46,53
5012,Utah,2020-06-01,10026,15868,113,166
6662,Utah,2020-07-01,22864,38732,173,339
8367,Utah,2020-08-01,40754,79486,312,651
10072,Utah,2020-09-01,52505,131991,410,1061
11722,Utah,2020-10-01,74099,206090,460,1521
13427,Utah,2020-11-01,116510,322600,614,2135
15077,Utah,2020-12-01,198260,520860,890,3025
16782,Utah,2021-01-01,276612,797472,1273,4298
18487,Utah,2021-02-01,347210,1144682,1669,5967
20027,Utah,2021-03-01,371548,1516230,1940,7907
21732,Utah,2021-04-01,386188,1902418,2125,10032
23382,Utah,2021-05-01,397798,2300216,2203,12235
25087,Utah,2021-06-01,406352,2706568,2302,14537
26737,Utah,2021-07-01,415750,3122318,2375,16912
28442,Utah,2021-08-01,432539,3554857,2451,19363
1658,Vermont,2020-04-01,321,321,16,16
3308,Vermont,2020-05-01,879,1200,49,65
5013,Vermont,2020-06-01,983,2183,55,120
6663,Vermont,2020-07-01,1210,3393,56,176
8368,Vermont,2020-08-01,1421,4814,57,233
10073,Vermont,2020-09-01,1635,6449,58,291
11723,Vermont,2020-10-01,1755,8204,58,349
13428,Vermont,2020-11-01,2196,10400,58,407
15078,Vermont,2020-12-01,4239,14639,72,479
16783,Vermont,2021-01-01,7412,22051,136,615
18488,Vermont,2021-02-01,12083,34134,175,790
20028,Vermont,2021-03-01,15284,49418,205,995
21733,Vermont,2021-04-01,19523,68941,227,1222
23383,Vermont,2021-05-01,23032,91973,247,1469
25088,Vermont,2021-06-01,24224,116197,255,1724
26738,Vermont,2021-07-01,24412,140609,257,1981
28443,Vermont,2021-08-01,24889,165498,260,2241
1659,Virgin Islands,2020-04-01,30,30,0,0
3309,Virgin Islands,2020-05-01,66,96,4,4
5014,Virgin Islands,2020-06-01,70,166,6,10
6664,Virgin Islands,2020-07-01,92,258,6,16
8369,Virgin Islands,2020-08-01,421,679,8,24
10074,Virgin Islands,2020-09-01,1143,1822,15,39
11724,Virgin Islands,2020-10-01,1326,3148,20,59
13429,Virgin Islands,2020-11-01,1376,4524,21,80
15079,Virgin Islands,2020-12-01,1550,6074,23,103
16784,Virgin Islands,2021-01-01,2036,8110,23,126
18489,Virgin Islands,2021-02-01,2421,10531,24,150
20029,Virgin Islands,2021-03-01,2646,13177,25,175
21734,Virgin Islands,2021-04-01,2907,16084,26,201
23384,Virgin Islands,2021-05-01,3125,19209,27,228
25089,Virgin Islands,2021-06-01,3465,22674,27,255
26739,Virgin Islands,2021-07-01,3895,26569,30,285
28444,Virgin Islands,2021-08-01,4514,31083,36,321
1660,Virginia,2020-04-01,1511,1511,18,18
3310,Virginia,2020-05-01,16901,18412,581,599
5015,Virginia,2020-06-01,45398,63810,1392,1991
6665,Virginia,2020-07-01,63203,127013,1786,3777
8370,Virginia,2020-08-01,90801,217814,2215,5992
10075,Virginia,2020-09-01,121615,339429,2612,8604
11725,Virginia,2020-10-01,148721,488150,3228,11832
13430,Virginia,2020-11-01,182392,670542,3655,15487
15080,Virginia,2020-12-01,240063,910605,4093,19580
16785,Virginia,2021-01-01,354766,1265371,5081,24661
18490,Virginia,2021-02-01,507640,1773011,6474,31135
20030,Virginia,2021-03-01,577174,2350185,8783,39918
21735,Virginia,2021-04-01,620801,2970986,10268,50186
23385,Virginia,2021-05-01,660553,3631539,10777,60963
25090,Virginia,2021-06-01,675597,4307136,11194,72157
26740,Virginia,2021-07-01,680564,4987700,11419,83576
28445,Virginia,2021-08-01,694384,5682084,11532,95108
37,Washington,2020-02-01,1,1,0,0
252,Washington,2020-03-01,17,18,3,3
1661,Washington,2020-04-01,5589,5607,250,253
3311,Washington,2020-05-01,15134,20741,829,1082
5016,Washington,2020-06-01,23272,44013,1133,2215
6666,Washington,2020-07-01,35258,79271,1340,3555
8371,Washington,2020-08-01,59648,138919,1675,5230
10076,Washington,2020-09-01,78061,216980,2018,7248
11726,Washington,2020-10-01,92166,309146,2227,9475
13431,Washington,2020-11-01,113109,422255,2468,11943
15081,Washington,2020-12-01,174969,597224,2927,14870
16786,Washington,2021-01-01,251585,848809,3523,18393
18491,Washington,2021-02-01,317703,1166512,4404,22797
20031,Washington,2021-03-01,343723,1510235,5038,27835
21736,Washington,2021-04-01,368049,1878284,5316,33151
23386,Washington,2021-05-01,406546,2284830,5547,38698
25091,Washington,2021-06-01,438918,2723748,5833,44531
26741,Washington,2021-07-01,454087,3177835,5992,50523
28446,Washington,2021-08-01,474520,3652355,6165,56688
1662,West Virginia,2020-04-01,191,191,2,2
3312,West Virginia,2020-05-01,1152,1343,47,49
5017,West Virginia,2020-06-01,2028,3371,76,125
6667,West Virginia,2020-07-01,2979,6350,93,218
8372,West Virginia,2020-08-01,6735,13085,116,334
10077,West Virginia,2020-09-01,10507,23592,222,556
11727,West Virginia,2020-10-01,16024,39616,354,910
13432,West Virginia,2020-11-01,24883,64499,457,1367
15082,West Virginia,2020-12-01,48818,113317,758,2125
16787,West Virginia,2021-01-01,87820,201137,1361,3486
18492,West Virginia,2021-02-01,121425,322562,2028,5514
20032,West Virginia,2021-03-01,132048,454610,2300,7814
21737,West Virginia,2021-04-01,142233,596843,2683,10497
23387,West Virginia,2021-05-01,153498,750341,2679,13176
25092,West Virginia,2021-06-01,161858,912199,2797,15973
26742,West Virginia,2021-07-01,164097,1076296,2897,18870
28447,West Virginia,2021-08-01,167016,1243312,2946,21816
253,Wisconsin,2020-03-01,1,1,0,0
1663,Wisconsin,2020-04-01,1552,1553,33,33
3313,Wisconsin,2020-05-01,7439,8992,327,360
5018,Wisconsin,2020-06-01,18825,27817,597,957
6668,Wisconsin,2020-07-01,32307,60124,794,1751
8373,Wisconsin,2020-08-01,58064,118188,955,2706
10078,Wisconsin,2020-09-01,81688,199876,1141,3847
11728,Wisconsin,2020-10-01,132176,332052,1358,5205
13433,Wisconsin,2020-11-01,241423,573475,2110,7315
15083,Wisconsin,2020-12-01,416365,989840,3628,10943
16788,Wisconsin,2021-01-01,522523,1512363,5257,16200
18493,Wisconsin,2021-02-01,592921,2105284,6439,22639
20033,Wisconsin,2021-03-01,617700,2722984,7019,29658
21738,Wisconsin,2021-04-01,637117,3360101,7327,36985
23388,Wisconsin,2021-05-01,661414,4021515,7569,44554
25093,Wisconsin,2021-06-01,674693,4696208,7875,52429
26743,Wisconsin,2021-07-01,677952,5374160,8134,60563
28448,Wisconsin,2021-08-01,687382,6061542,8290,68853
1664,Wyoming,2020-04-01,138,138,0,0
3314,Wyoming,2020-05-01,566,704,7,7
5019,Wyoming,2020-06-01,910,1614,17,24
6669,Wyoming,2020-07-01,1514,3128,20,44
8374,Wyoming,2020-08-01,2769,5897,26,70
10079,Wyoming,2020-09-01,3866,9763,41,111
11729,Wyoming,2020-10-01,6083,15846,53,164
13434,Wyoming,2020-11-01,13723,29569,87,251
15084,Wyoming,2020-12-01,33805,63374,230,481
16789,Wyoming,2021-01-01,44409,107783,438,919
18494,Wyoming,2021-02-01,52057,159840,596,1515
20034,Wyoming,2021-03-01,54471,214311,671,2186
21739,Wyoming,2021-04-01,56389,270700,700,2886
23389,Wyoming,2021-05-01,58142,328842,707,3593
25094,Wyoming,2021-06-01,60364,389206,720,4313
26744,Wyoming,2021-07-01,62353,451559,747,5060
28449,Wyoming,2021-08-01,65127,516686,776,5836
