id,location,date,total_cases,new_cases,total_deaths,new_deaths,mask_use_percentage,new_cases_per_million_habitants,new_deaths_per_million_habitants,total_cases_per_million_habitants,total_deaths_per_million_habitants
10075,Virginia,2020-09-01,121615.00,30814,2612.00,397,64.80,3569.991541342168,45.994893292426845,14089.846216016349,302.6162752640275
1661,Washington,2020-04-01,5589.00,5572,250.00,247,22.53,723.1404020177849,32.05593670107554,725.3466810619885,32.44528006181734
3311,Washington,2020-05-01,15134.00,9545,829.00,579,35.40,1238.7607927601862,75.14326862316896,1964.1074738221746,107.5885486849863
5016,Washington,2020-06-01,23272.00,8138,1133.00,304,42.80,1056.1587565722782,39.45346055516989,3020.266230394453,147.0420092401562
6666,Washington,2020-07-01,35258.00,11986,1340.00,207,63.60,1555.5565072837708,26.86469189118476,4575.822737678223,173.90670113134095
8371,Washington,2020-08-01,59648.00,24390,1675.00,335,62.93,3165.3615228309,43.47667528283524,7741.184260509123,217.3833764141762
10076,Washington,2020-09-01,78061.00,18413,2018.00,343,66.70,2389.659767112971,44.51492424481339,10130.844027622095,261.89830065898957
3312,West Virginia,2020-05-01,1152.00,961,47.00,45,36.30,535.7592840784159,25.087583541653192,642.2421386663218,26.20258725461556
5017,West Virginia,2020-06-01,2028.00,876,76.00,29,39.87,488.37162627751553,16.16755383795428,1130.6137649438372,42.37014109256984
6667,West Virginia,2020-07-01,2979.00,951,93.00,17,60.40,530.1842655136041,9.477531560180095,1660.7980304574414,51.847672652749935
8372,West Virginia,2020-08-01,6735.00,3756,116.00,23,63.07,2093.97697294332,12.822542699067188,3754.7750034007613,64.67021535181712
10077,West Virginia,2020-09-01,10507.00,3772,222.00,106,58.40,2102.897002647019,59.0951967870053,5857.67200604778,123.76541213882243
1663,Wisconsin,2020-04-01,1552.00,1551,33.00,33,22.47,263.16155608395246,5.599182044339414,263.3312282671142,5.599182044339414
3313,Wisconsin,2020-05-01,7439.00,5887,327.00,294,29.57,998.860142273519,49.88362184956932,1262.1913705406332,55.48280389390874
5018,Wisconsin,2020-06-01,18825.00,11386,597.00,270,31.07,1931.8874774802596,45.811489453686114,3194.0788480208926,101.29429334759485
6668,Wisconsin,2020-07-01,32307.00,13482,794.00,197,60.43,2287.520373387393,33.42542008287468,5481.599221408286,134.71971343046954
8373,Wisconsin,2020-08-01,58064.00,25757,955.00,161,59.67,4370.246421698494,27.317221489049867,9851.845643106779,162.03693491951938
10078,Wisconsin,2020-09-01,81688.00,23624,1141.00,186,59.33,4008.335655014373,31.559026068094877,13860.181298121151,193.59596098761426
3314,Wyoming,2020-05-01,566.00,428,7.00,7,27.93,741.9593621229745,12.13484938051594,981.1892499102888,12.13484938051594
5019,Wyoming,2020-06-01,910.00,344,17.00,10,34.00,596.3411695567833,17.33549911502277,1577.530419467072,29.47034849553871
6669,Wyoming,2020-07-01,1514.00,604,20.00,3,36.63,1047.0641465473752,5.200649734506831,2624.5945660144475,34.67099823004554
8374,Wyoming,2020-08-01,2769.00,1255,26.00,6,34.77,2175.6051389353574,10.401299469013662,4800.199704949805,45.072297699059206
10079,Wyoming,2020-09-01,3866.00,1097,41.00,15,31.60,1901.7042529179978,26.003248672534156,6701.903957867803,71.07554637159336
1611,Alaska,2020-04-01,143.00,143,2.00,2,33.30,194.98466711481325,2.7270582813260593,194.98466711481325,2.7270582813260593
1613,Arkansas,2020-04-01,624.00,624,10.00,10,27.57,207.20406013699377,3.3205778868107974,207.20406013699377,3.3205778868107974
1615,Colorado,2020-04-01,3346.00,3346,80.00,80,31.10,579.5229898813831,13.855899339662477,579.5229898813831,13.855899339662477
1616,Connecticut,2020-04-01,3557.00,3557,85.00,85,22.97,986.4268552146124,23.57219080495981,986.4268552146124,23.57219080495981
1617,Delaware,2020-04-01,368.00,368,11.00,11,25.47,371.7366972810693,11.111694755684137,371.7366972810693,11.111694755684137
1618,District of Columbia,2020-04-01,586.00,586,11.00,11,25.63,849.8357612628618,15.952548419610032,849.8357612628618,15.952548419610032
1620,Georgia,2020-04-01,4747.00,4747,154.00,154,24.60,443.151677553616,14.376523771488703,443.151677553616,14.376523771488703
1622,Hawaii,2020-04-01,258.00,258,1.00,1,34.10,177.28656724417652,0.6871572373805291,177.28656724417652,0.6871572373805291
1623,Idaho,2020-04-01,669.00,669,9.00,9,20.80,363.76369823164083,4.893682038990684,363.76369823164083,4.893682038990684
1625,Indiana,2020-04-01,2578.00,2578,80.00,80,22.67,379.9262194482139,11.789797345173433,379.9262194482139,11.789797345173433
1626,Iowa,2020-04-01,549.00,549,9.00,9,21.63,172.08040825371612,2.8209902992412474,172.08040825371612,2.8209902992412474
1627,Kansas,2020-04-01,489.00,489,11.00,11,25.00,166.4465532969352,3.7441964954320803,166.4465532969352,3.7441964954320803
1628,Kentucky,2020-04-01,674.00,674,20.00,20,17.20,149.58378423005186,4.43868795934872,149.58378423005186,4.43868795934872
1629,Louisiana,2020-04-01,6424.00,6424,275.00,275,27.63,1379.2046257458258,59.04129391035213,1379.2046257458258,59.04129391035213
1630,Maine,2020-04-01,344.00,344,7.00,7,22.97,252.50319482603336,5.138146406343703,252.50319482603336,5.138146406343703
1631,Maryland,2020-04-01,1985.00,1985,33.00,33,23.87,321.3417548076612,5.342205495542982,321.3417548076612,5.342205495542982
1633,Michigan,2020-04-01,9292.00,9292,336.00,336,30.23,922.0695440092222,33.34216172913244,922.0695440092222,33.34216172913244
1634,Minnesota,2020-04-01,689.00,689,17.00,17,21.70,120.73963452866155,2.9790621001266278,120.73963452866155,2.9790621001266278
1635,Mississippi,2020-04-01,1073.00,1073,22.00,22,18.03,362.34343336105786,7.429222305632127,362.34343336105786,7.429222305632127
1636,Missouri,2020-04-01,1580.00,1580,21.00,21,21.83,256.7054968932948,3.4119085030121465,256.7054968932948,3.4119085030121465
1637,Montana,2020-04-01,219.00,219,5.00,5,21.00,201.98759482579723,4.611588922963407,201.98759482579723,4.611588922963407
1639,Nevada,2020-04-01,1279.00,1279,32.00,32,21.27,411.96747808262154,10.307239482911564,411.96747808262154,10.307239482911564
1640,New Hampshire,2020-04-01,415.00,415,4.00,4,23.10,301.26407502128814,2.9037501206871146,301.26407502128814,2.9037501206871146
1641,New Jersey,2020-04-01,22255.00,22255,355.00,355,37.20,2395.8460948516063,38.21727089069064,2395.8460948516063,38.21727089069064
1642,New Mexico,2020-04-01,363.00,363,6.00,6,21.00,171.42679037100913,2.833500667289407,171.42679037100913,2.833500667289407
1644,North Carolina,2020-04-01,1591.00,1591,11.00,11,27.03,152.40357001770602,1.053701615458684,152.40357001770602,1.053701615458684
1645,North Dakota,2020-04-01,147.00,147,3.00,3,21.30,188.68069834962148,3.8506264969310506,188.68069834962148,3.8506264969310506
1648,Oklahoma,2020-04-01,719.00,719,30.00,30,27.87,181.59532630710117,7.576995534371399,181.59532630710117,7.576995534371399
1650,Pennsylvania,2020-04-01,5805.00,5805,78.00,78,32.20,446.44573819283687,5.998754104916671,446.44573819283687,5.998754104916671
1653,South Carolina,2020-04-01,1293.00,1293,26.00,26,17.87,252.6167717608444,5.079687599212648,252.6167717608444,5.079687599212648
1654,South Dakota,2020-04-01,129.00,129,1.00,1,21.47,145.48866710952365,1.1278191248800282,145.48866710952365,1.1278191248800282
1655,Tennessee,2020-04-01,2689.00,2689,23.00,23,17.47,389.09886497155196,3.3281048324082168,389.09886497155196,3.3281048324082168
1658,Vermont,2020-04-01,321.00,321,16.00,16,21.63,499.16261971739,24.88037979899763,499.16261971739,24.88037979899763
1660,Virginia,2020-04-01,1511.00,1511,18.00,18,25.03,175.05864928175555,2.085410779001721,175.05864928175555,2.085410779001721
1662,West Virginia,2020-04-01,191.00,191,2.00,2,22.57,106.48285458790578,1.1150037129623642,106.48285458790578,1.1150037129623642
1664,Wyoming,2020-04-01,138.00,138,0.00,0,20.83,239.22988778731423,0,239.22988778731423,0
11675,Alabama,2020-10-01,155744.00,28128,2548.00,348,,5598.4152153970745,69.26366947376927,30998.278558973336,507.13744200909224
13380,Alabama,2020-11-01,193985.00,38241,2973.00,425,,7611.241334328766,84.58925151250557,38609.5198933021,591.7266935215978
15030,Alabama,2020-12-01,252900.00,58915,3638.00,665,,11726.060594962979,132.3572994254499,50335.580488265085,724.0839929470477
16735,Alabama,2021-01-01,365747.00,112847,4872.00,1234,,22460.33709513345,245.60737968572207,72795.91758339854,969.6913726327698
18440,Alabama,2021-02-01,460860.00,95113,7688.00,2816,,18930.676421432807,560.4784288452134,91726.59400483134,1530.1698014779831
19980,Alabama,2021-03-01,493769.00,32909,9931.00,2243,,6549.99453652952,446.43221445305886,98276.58854136086,1976.602015931042
21685,Alabama,2021-04-01,515866.00,22097,10553.00,622,,4398.043978051378,123.79885750771405,102674.63251941223,2100.400873438756
23335,Alabama,2021-05-01,528309.00,12443,10913.00,360,,2476.5742507531927,71.65207186941649,105151.20677016543,2172.0529453081726
25040,Alabama,2021-06-01,544045.00,15736,11156.00,243,,3131.9916748253827,48.36514851185613,108283.19844499082,2220.418093820029
26690,Alabama,2021-07-01,550983.00,6938,11352.00,196,,1380.8946517500322,39.01057246223787,109664.09309674085,2259.4286662822665
28395,Alabama,2021-08-01,587405.00,36422,11536.00,184,,7249.199337855242,36.62217006659065,116913.2924345961,2296.050836348857
11676,Alaska,2020-10-01,8838.00,2729,53.00,17,,3721.071024869408,23.179995391271504,12050.870545179856,72.26704445514058
13381,Alaska,2020-11-01,16597.00,7759,78.00,25,,10579.622602404448,34.08822851657574,22630.493147584304,106.35527297171632
15031,Alaska,2020-12-01,32911.00,16314,116.00,38,,22244.614400776667,51.814107345195126,44875.10754836097,158.16938031691143
16736,Alaska,2021-01-01,46740.00,13829,198.00,82,,18856.244486229036,111.80938953436844,63731.35203459001,269.9787698512799
18441,Alaska,2021-02-01,54091.00,7351,253.00,55,,10023.30271301393,74.99410273646663,73754.65474760394,344.9728725877465
19981,Alaska,2021-03-01,58229.00,4138,289.00,36,,5642.283584063617,49.08704906386907,79396.93833166755,394.0599216516156
21686,Alaska,2021-04-01,62785.00,4556,299.00,10,,6212.238764860763,13.635291406630296,85609.17709652832,407.6952130582459
23336,Alaska,2021-05-01,67598.00,4813,330.00,31,,6562.665754011162,42.26940336055392,92171.84285053948,449.9646164187998
25041,Alaska,2021-06-01,69737.00,2139,352.00,22,,2916.5888318782204,29.997641094586655,95088.43168241771,479.9622575133865
26691,Alaska,2021-07-01,70669.00,932,360.00,8,,1270.8091590979436,10.908233125304237,96359.24084151564,490.8704906386907
28396,Alaska,2021-08-01,74853.00,4184,372.00,12,,5705.005924534116,16.362349687956357,102064.24676604976,507.232840326647
241,Arizona,2020-03-01,1.00,0,0.00,0,,0,0,0.13983076562098423,0
11677,Arizona,2020-10-01,219214.00,16839,5674.00,626,,2354.6102622917533,87.53405927873614,30652.86145483844,793.3997641334646
13382,Arizona,2020-11-01,247484.00,28270,5981.00,307,,3953.0157441052243,42.92804504564216,34605.877198943665,836.3278091791067
15032,Arizona,2020-12-01,338254.00,90770,6692.00,711,,12692.43859541674,99.41967435651979,47298.3157943604,935.7474835356265
16737,Arizona,2021-01-01,530267.00,192013,9015.00,2323,,26849.324799182046,324.8268685375464,74147.64059354244,1260.5743520731728
18442,Arizona,2021-02-01,762458.00,232191,13124.00,4109,,32467.44530030195,574.5646159366243,106615.0858938444,1835.138968009797
19982,Arizona,2021-03-01,818268.00,55810,15979.00,2855,,7803.95502930713,399.21683584791,114419.04092315152,2234.355803857707
21687,Arizona,2021-04-01,842200.00,23932,16977.00,998,,3346.429882841395,139.55110408974227,117765.47080599293,2373.9069079474493
23337,Arizona,2021-05-01,863571.00,21371,17338.00,361,,2988.323292086054,50.47890638917531,120753.79409807897,2424.3858143366247
25042,Arizona,2021-06-01,881454.00,17883,17628.00,290,,2500.593581600061,40.55092203008543,123254.38767967904,2464.93673636671
26692,Arizona,2021-07-01,895347.00,13893,17939.00,311,,1942.668826772334,43.4873681081261,125197.05650645136,2508.424104474836
28397,Arizona,2021-08-01,929541.00,34194,18251.00,312,,4781.373199643935,43.62719887374708,129978.42970609531,2552.051303348583
11678,Arkansas,2020-10-01,84821.00,23324,1384.00,570,,7744.915863197504,189.27293954821545,28165.473693717864,459.5679795346144
13383,Arkansas,2020-11-01,113057.00,28236,1958.00,574,,9375.983721198967,190.60117070293978,37541.45741491683,650.1691502375542
15033,Arkansas,2020-12-01,159309.00,46252,2512.00,554,,15358.3368420773,183.9600149293182,52899.79425699413,834.1291651668723
16738,Arkansas,2021-01-01,229442.00,70133,3711.00,1199,,23288.208893570165,398.1372886286146,76188.0031505643,1232.266453795487
18443,Arkansas,2021-02-01,296494.00,67052,4895.00,1184,,22265.13884664376,393.1564217983984,98453.14199720806,1625.4228755938855
19983,Arkansas,2021-03-01,322509.00,26015,5250.00,355,,8638.483372538289,117.8805149817833,107091.62536974635,1743.3033905756686
21688,Arkansas,2021-04-01,330609.00,8100,5636.00,386,,2689.668088316746,128.1743064308968,109781.2934580631,1871.4776970065654
23338,Arkansas,2021-05-01,335968.00,5359,5741.00,105,,1779.4976895419063,34.866067811513375,111560.791147605,1906.3437648180789
25043,Arkansas,2021-06-01,341450.00,5482,5834.00,93,,1820.340797549679,30.881374347340415,113381.13194515467,1937.2251391654193
26693,Arkansas,2021-07-01,350085.00,8635,5909.00,75,,2867.3190052611235,24.90433415108098,116248.4509504158,1962.1294733165003
28398,Arkansas,2021-08-01,388436.00,38351,6157.00,248,,12734.748253708089,82.35033159290778,128983.1992041239,2044.479804909408
242,California,2020-03-01,33.00,30,0.00,0,,0.7587594414650349,0,0.8346353856115385,0
11679,California,2020-10-01,824307.00,107677,15989.00,2840,,2723.3646792876857,71.82922712535664,20848.35729719062,404.3934903194815
13384,California,2020-11-01,938897.00,114590,17671.00,1682,,2898.208146582612,42.54111268480629,23746.56544377323,446.9346030042878
15034,California,2020-12-01,1253905.00,315008,19327.00,1656,,7967.1764712339245,41.88352116886993,31713.74191500716,488.8181241731577
16739,California,2021-01-01,2345811.00,1091906,26236.00,6909,,27616.46622307735,174.74229936939756,59330.208138084505,663.5604235425552
18444,California,2021-02-01,3341656.00,995845,41284.00,15048,,25186.893199524926,380.59373583886156,84517.10133760943,1044.1541593814168
19984,California,2021-03-01,3573775.00,232119,52487.00,11203,,5870.749426447415,283.3460674244262,90387.85076405684,1327.500226805843
21689,California,2021-04-01,3671690.00,97915,59396.00,6909,,2476.4643570349635,174.74229936939756,92864.31512109181,1502.2425261752405
23339,California,2021-05-01,3743780.00,72090,61853.00,2457,,1823.298937840479,62.142398255986365,94687.61405893229,1564.3849244312269
25044,California,2021-06-01,3791188.00,47408,63260.00,1407,,1199.0422533658127,35.58581780471014,95886.6563122981,1599.970742235937
26694,California,2021-07-01,3866606.00,75418,63709.00,449,,1907.4706518803337,11.356099640593357,97794.12696417843,1611.3268418765304
28399,California,2021-08-01,4040811.00,174205,64417.00,708,,4405.989616680547,17.906722818574824,102200.11658085899,1629.2335646951053
11680,Colorado,2020-10-01,71723.00,13605,2064.00,111,,2356.36888145135,19.225060333781688,12422.333354232649,357.4822029632919
13385,Colorado,2020-11-01,110640.00,38917,2312.00,248,,6740.375432520558,42.95328795295368,19162.708786753206,400.4354909162456
15035,Colorado,2020-12-01,238779.00,128139,3136.00,824,,22193.513568562626,142.71576319852352,41356.22235531583,543.1512541147691
16740,Colorado,2021-01-01,338357.00,99578,4936.00,1800,,17246.784305561378,311.75773514240575,58603.00666087721,854.9089892571749
18445,Colorado,2021-02-01,399384.00,61027,5737.00,801,,10569.799612519775,138.73219213837055,69172.80627339699,993.6411813955453
19985,Colorado,2021-03-01,432186.00,32802,6046.00,309,,5681.265126745107,53.51841119944632,74854.07140014209,1047.1595925949916
21690,Colorado,2021-04-01,466368.00,34182,6183.00,137,,5920.279390354285,23.728227619171992,80774.35079049638,1070.8878202141636
23340,Colorado,2021-05-01,515125.00,48757,6434.00,251,,8444.651051299043,43.47288417819102,89219.00184179541,1114.3607043923548
25045,Colorado,2021-06-01,546596.00,31471,6723.00,289,,5450.737601481473,50.0544363645307,94669.73944327689,1164.4151407568854
26695,Colorado,2021-07-01,561460.00,14864,6952.00,229,,2574.4260973092883,39.66251185978384,97244.16554058618,1204.0776526166692
28400,Colorado,2021-08-01,578713.00,17253,7097.00,145,,2988.197891339959,25.11381755313824,100232.36343192613,1229.1914701698074
11681,Connecticut,2020-10-01,57742.00,4736,4511.00,45,,1313.387007673996,12.479395132037547,16013.005193646934,1250.9900320138083
13386,Connecticut,2020-11-01,71207.00,13465,4616.00,105,,3734.112343397457,29.118588641420942,19747.117537044393,1280.1086206552293
15036,Connecticut,2020-12-01,118754.00,47547,5040.00,424,,13185.728896510873,117.583634132976,32932.84643355526,1397.6922547882052
16741,Connecticut,2021-01-01,185708.00,66954,5995.00,955,,18567.67603712093,264.84049669101904,51500.522470676195,1662.5327514792243
18446,Connecticut,2021-02-01,253954.00,68246,7119.00,1124,,18925.97333735632,311.7075584091156,70426.49580803252,1974.2403098883399
19986,Connecticut,2021-03-01,282626.00,28672,7651.00,532,,7951.315938350679,147.5341824498661,78377.81174638319,2121.774492338206
21691,Connecticut,2021-04-01,312468.00,29842,7900.00,249,,8275.780211783655,69.0526530639411,86653.59195816684,2190.827145402147
23341,Connecticut,2021-05-01,339233.00,26765,8097.00,197,,7422.4669046441095,54.63201868914215,94076.05886281095,2245.4591640912895
25046,Connecticut,2021-06-01,347563.00,8330,8244.00,147,,2310.0746988860615,40.76602409798932,96386.13356169702,2286.2251881892785
26696,Connecticut,2021-07-01,349387.00,1824,8279.00,35,,505.83148268525525,9.706196213806981,96891.96504438228,2295.9313844030858
28401,Connecticut,2021-08-01,354335.00,4948,8293.00,14,,1372.178824740484,3.8824784855227925,98264.14386912277,2299.8138628886086
11682,Delaware,2020-10-01,20787.00,3252,636.00,31,,3285.0210314077103,31.314776129655296,20998.072626036923,642.4579876922828
13387,Delaware,2020-11-01,25126.00,4339,710.00,74,,4383.058504083043,74.75140108369328,25381.131130119968,717.2093887759761
15037,Delaware,2020-12-01,36343.00,11217,777.00,67,,11330.898188591724,67.68032260280339,36712.02931871169,784.8897113787795
16742,Delaware,2021-01-01,58064.00,21721,930.00,153,,21941.556526201377,154.55357251087935,58653.58584491307,939.4432838896588
18447,Delaware,2021-02-01,78495.00,20431,1101.00,171,,20638.457777580235,172.7363457474534,79292.04362249331,1112.1796296371122
19987,Delaware,2021-03-01,87080.00,8585,1422.00,321,,8672.172679777119,324.2594560522371,87964.21630227042,1436.4390856893494
21692,Delaware,2021-04-01,95188.00,8108,1559.00,137,,8190.329189007907,138.39110741170242,96154.54549127833,1574.8301931010517
23342,Delaware,2021-05-01,104621.00,9433,1626.00,67,,9528.783330033497,67.68032260280339,105683.32882131182,1642.5105157038552
25047,Delaware,2021-06-01,108894.00,4273,1661.00,35,,4316.388335548938,35.355392404449525,109999.71715686076,1677.8659081083047
26697,Delaware,2021-07-01,109770.00,876,1694.00,33,,884.8949641799368,33.33508426705241,110884.6121210407,1711.2009923753571
28402,Delaware,2021-08-01,111563.00,1793,1833.00,139,,1811.2062451765144,140.41141554909956,112695.81836621721,1851.6124079244566
11683,District of Columbia,2020-10-01,15358.00,1309,628.00,21,,1898.3532619335938,30.454865164710064,22272.658057124627,910.7454915922818
13388,District of Columbia,2020-11-01,17369.00,2011,646.00,18,,2916.415897439616,26.104170141180052,25189.073954564243,936.849661733462
15038,District of Columbia,2020-12-01,21685.00,4316,685.00,39,,6259.199907185172,56.55903530589011,31448.273861749414,993.4086970393521
16743,District of Columbia,2021-01-01,29252.00,7567,788.00,103,,10973.903081017192,149.3738624745303,42422.17694276661,1142.7825595138822
18448,District of Columbia,2021-02-01,37008.00,7756,916.00,128,,11247.996867499583,185.62965433728039,53670.17381026619,1328.4122138511627
19988,District of Columbia,2021-03-01,40684.00,3676,1019.00,103,,5331.051635498771,149.3738624745303,59001.22544576496,1477.786076325693
21693,District of Columbia,2021-04-01,44656.00,3972,1066.00,47,,5760.320211153732,68.16088870197014,64761.54565691869,1545.9469650276633
23343,District of Columbia,2021-05-01,47800.00,3144,1106.00,40,,4559.528384659449,58.00926698040012,69321.07404157815,1603.9562320080634
25048,District of Columbia,2021-06-01,49000.00,1200,1134.00,28,,1740.2780094120035,40.60648688628008,71061.35205099014,1644.5627188943433
26698,District of Columbia,2021-07-01,49362.00,362,1141.00,7,,524.9838661726211,10.15162172157002,71586.33591716277,1654.7143406159134
28403,District of Columbia,2021-08-01,50398.00,1036,1149.00,8,,1502.4400147923632,11.601853396080024,73088.77593195513,1666.3161940119935
11684,Florida,2020-10-01,709136.00,78104,14443.00,3070,,3626.303365273967,142.5375311301736,32924.59109952012,670.5764045971
13389,Florida,2020-11-01,807404.00,98268,16788.00,2345,,4562.501012736123,108.87638778510002,37487.09211225624,779.4527923822001
15039,Florida,2020-12-01,1008158.00,200754,18678.00,1890,,9320.840235995722,87.75111851336419,46807.93234825197,867.2039108955643
16744,Florida,2021-01-01,1323307.00,315149,21672.00,2994,,14632.104364215986,139.00891472434517,61440.036712467954,1006.2128256199094
18449,Florida,2021-02-01,1727099.00,403792,26684.00,5012,,18747.724680819236,232.70296613173616,80187.76139328719,1238.9157917516457
19989,Florida,2021-03-01,1910913.00,183814,30998.00,4314,,8534.330210801865,200.29541019399636,88722.09160408906,1439.211201945642
21694,Florida,2021-04-01,2064517.00,153604,33493.00,2495,,7131.705189485076,115.84076227028766,95853.79679357413,1555.0519642159295
23344,Florida,2021-05-01,2238929.00,174412,35238.00,1745,,8097.803218070305,81.01888984434947,103951.60001164443,1636.070854060279
25049,Florida,2021-06-01,2326747.00,87818,36868.00,1630,,4077.316256934718,75.6795360723723,108028.91626857915,1711.7503901326513
26699,Florida,2021-07-01,2331916.00,5169,37913.00,1045,,239.9923447595659,48.51847558014052,108268.90861333872,1760.268865712792
28404,Florida,2021-08-01,2590699.00,258783,39079.00,1166,,12015.07814933541,54.13640433152521,120283.98676267413,1814.4052700443171
11685,Georgia,2020-10-01,303010.00,46466,6903.00,1299,,4337.789308870091,121.26691155301184,28287.210831160985,644.4230103544579
13390,Georgia,2020-11-01,373700.00,70690,7792.00,889,,6599.197827315171,82.99175086268478,34886.40865847615,727.4147612171427
15040,Georgia,2020-12-01,458985.00,85285,9253.00,1461,,7961.70019384035,136.39026772821424,42848.10885231651,863.8050289453569
16745,Georgia,2021-01-01,654950.00,195965,10610.00,1357,,18294.126499219372,126.68144647993616,61142.23535153588,990.4864754252931
18450,Georgia,2021-02-01,888462.00,233512,13821.00,3211,,21799.291031999153,299.7598560405859,82941.52638353503,1290.246331465879
19990,Georgia,2021-03-01,983879.00,95417,16834.00,3013,,8907.56343314375,281.27575404867184,91849.08981667878,1571.5220855145508
21695,Georgia,2021-04-01,1036700.00,52821,18536.00,1702,,4931.054299570161,158.88859389008942,96780.14411624895,1730.4106794046402
23345,Georgia,2021-05-01,1077047.00,40347,19586.00,1050,,3766.555874079576,98.02175298742297,100546.69999032852,1828.4324323920632
25050,Georgia,2021-06-01,1099410.00,22363,20181.00,595,,2087.6766305311808,55.54566002620635,102634.37662085971,1883.9780924182694
26700,Georgia,2021-07-01,1110606.00,11196,20734.00,553,,1045.1919489973216,51.62478990670943,103679.56856985702,1935.602882324979
28405,Georgia,2021-08-01,1153494.00,42888,20978.00,244,,4003.768516309139,22.778388313267815,107683.33708616617,1958.3812706382466
11687,Hawaii,2020-10-01,12660.00,4032,138.00,65,,2770.6179811182933,44.66522042973439,8699.410625237499,94.82769875851302
13392,Hawaii,2020-11-01,15287.00,2627,218.00,80,,1805.16206259865,54.97257899044233,10504.57268783615,149.80027774895535
15042,Hawaii,2020-12-01,18049.00,2762,242.00,24,,1897.9282896450216,16.4917736971327,12402.50097748117,166.29205144608804
16747,Hawaii,2021-01-01,21736.00,3687,287.00,45,,2533.548734222011,30.92207568212381,14936.049711703181,197.21412712821186
18452,Hawaii,2021-02-01,25870.00,4134,407.00,120,,2840.7080193311076,82.4588684856635,17776.75773103429,279.67299561387534
19992,Hawaii,2021-03-01,27499.00,1629,436.00,29,,1119.3791396928818,19.927559884035343,18896.136870727172,299.6005554979107
21697,Hawaii,2021-04-01,29888.00,2389,460.00,24,,1641.618640102084,16.4917736971327,20537.755510829254,316.0923291950434
23347,Hawaii,2021-05-01,32882.00,2994,480.00,20,,2057.348768717304,13.743144747610582,22595.10427954656,329.835473942654
25052,Hawaii,2021-06-01,35090.00,2208,497.00,17,,1517.2431801362084,11.681673035468995,24112.347459682765,341.517146978123
26702,Hawaii,2021-07-01,36435.00,1345,515.00,18,,924.2264842768117,12.368830272849523,25036.573943959578,353.8859772509725
28407,Hawaii,2021-08-01,41090.00,4655,534.00,19,,3198.716940006363,13.055987510230054,28235.290883965943,366.94196476120254
11688,Idaho,2020-10-01,42915.00,10212,473.00,103,,5552.697886908096,56.00547222400449,23334.70718925391,257.19017827139925
13393,Idaho,2020-11-01,65272.00,22357,631.00,158,,12156.449927301635,85.91130690672533,35491.15711655554,343.10148517812456
15043,Idaho,2020-12-01,103642.00,38370,966.00,335,,20863.397759563613,182.15372034020876,56354.55487611916,525.2552055183334
16748,Idaho,2021-01-01,141388.00,37746,1438.00,472,,20524.102471526927,256.6464358226225,76878.65734764609,781.9016413409558
18453,Idaho,2021-02-01,163291.00,21903,1737.00,299,,11909.590855556993,162.57899218424603,88788.24820320308,944.4806335252019
19993,Idaho,2021-03-01,171618.00,8327,1869.00,132,,4527.743370963935,71.77400323853003,93315.99157416701,1016.2546367637319
21698,Idaho,2021-04-01,181023.00,9405,1967.00,98,,5113.897730745264,53.28675998012078,98429.88930491229,1069.5413967438528
23348,Idaho,2021-05-01,187728.00,6705,2048.00,81,,3645.793119048059,44.04313835091615,102075.68242396033,1113.5845350947689
25053,Idaho,2021-06-01,192378.00,4650,2092.00,44,,2528.4023868118534,23.924667746176674,104604.0848107722,1137.5092028409456
26703,Idaho,2021-07-01,195166.00,2788,2156.00,64,,1515.9539471895584,34.79951672171153,106120.03875796175,1172.308719562657
28408,Idaho,2021-08-01,200564.00,5398,2199.00,43,,2935.121738496857,23.380925297399934,109055.1604964586,1195.6896448600571
244,Illinois,2020-03-01,3.00,1,0.00,0,,0.07804873175493822,0,0.23414619526481467,0
11689,Illinois,2020-10-01,299111.00,59996,8956.00,657,,4682.611710369273,51.27801676299441,23345.234203951328,699.0044415972267
13394,Illinois,2020-11-01,424860.00,125749,10091.00,1135,,9814.549969451726,88.58531054185488,33159.78417340305,787.5897521390816
15044,Illinois,2020-12-01,740510.00,315650,13175.00,3084,,24636.08217844625,240.70228873222948,57795.866351849305,1028.292040871311
16749,Illinois,2021-01-01,966287.00,225777,17979.00,4804,,17621.608509434685,374.9461073507232,75417.47486128399,1403.2381482220342
18454,Illinois,2021-02-01,1131212.00,164925,21273.00,3294,,12872.187084683186,257.0925224007665,88289.66194596718,1660.3306706228009
19994,Illinois,2021-03-01,1191207.00,59995,22759.00,1486,,4682.533661637519,115.98041538783819,92972.19560760469,1776.311086010639
21699,Illinois,2021-04-01,1251829.00,60622,23601.00,842,,4731.470216447865,65.71703213765798,97703.66582405256,1842.028118148297
23349,Illinois,2021-05-01,1341493.00,89664,24330.00,729,,6998.161484074781,56.89752544934996,104701.82730812734,1898.925643597647
25054,Illinois,2021-06-01,1386620.00,45127,25233.00,903,,3522.105117905097,70.47800477470922,108223.93242603244,1969.4036483723562
26704,Illinois,2021-07-01,1396270.00,9650,25687.00,454,,753.1702614351539,35.43412421674195,108977.10268746759,2004.837772589098
28409,Illinois,2021-08-01,1423590.00,27320,25916.00,229,,2132.2913515449122,17.87315957188085,111109.3940390125,2022.710932160979
11690,Indiana,2020-10-01,123459.00,26471,3645.00,333,,3901.0965690510748,49.07503144928442,18194.457380472086,537.1726415394646
