id,location,date,total_cases,new_cases,total_deaths,new_deaths,mask_use_percentage,new_cases_per_million_habitants,new_deaths_per_million_habitants,total_cases_per_million_habitants,total_deaths_per_million_habitants
3267,Delaware,2020-05-01,4918.00,4550,159.00,148,36.39,4596.201012578438,149.50280216738656,4967.937709859508,160.6144969230707
4972,Delaware,2020-06-01,9605.00,4687,368.00,209,39.83,4734.592119990141,211.1222003579986,9702.52982984965,371.7366972810693
6622,Delaware,2020-07-01,11510.00,1905,509.00,141,65.74,1924.343500870753,142.43172368649667,11626.873330720402,514.168420967566
8327,Delaware,2020-08-01,14877.00,3367,585.00,76,68.42,3401.1887493080444,76.7717092210904,15028.062080028445,590.9401301886563
10032,Delaware,2020-09-01,17535.00,2658,605.00,20,70.90,2684.989514600767,20.20308137397116,17713.051594629214,611.1432115626276
3268,District of Columbia,2020-05-01,4658.00,4072,231.00,220,36.39,5905.343378604732,319.0509683922007,6755.179139867594,335.0035168118107
4973,District of Columbia,2020-06-01,8857.00,4199,468.00,237,39.87,6089.5228012675025,343.7049068588707,12844.701941135096,678.7084236706814
6623,District of Columbia,2020-07-01,10365.00,1508,553.00,85,69.39,2186.9493651610846,123.26969233335025,15031.65130629618,801.9781160040317
8328,District of Columbia,2020-08-01,12205.00,1840,585.00,32,71.77,2668.4262810984055,46.407413584320096,17700.077587394586,848.3855295883517
10033,District of Columbia,2020-09-01,14049.00,1844,607.00,22,72.33,2674.2272077964453,31.905096839220064,20374.30479519103,880.2906264275719
1619,Florida,2020-04-01,7769.00,7767,100.00,100,35.03,360.6153108430157,4.642916323458423,360.7081691694849,4.642916323458423
3269,Florida,2020-05-01,34720.00,26951,1313.00,1213,43.45,1251.3123783352796,56.31857500355067,1612.0205475047644,60.96149132700909
4974,Florida,2020-06-01,56822.00,22102,2459.00,1146,45.10,1026.1773658107807,53.207821066833525,2638.197913315545,114.16931239384262
6624,Florida,2020-07-01,158989.00,102167,3549.00,1090,66.90,4743.528320187767,50.60778792569681,7381.726233503312,164.77710031953944
8329,Florida,2020-08-01,480020.00,321031,7021.00,3472,71.65,14905.20070236181,161.20205475047644,22286.92693586512,325.97915507001585
10034,Florida,2020-09-01,631032.00,151012,11373.00,4352,65.93,7011.360798381033,202.05971839691057,29298.287734246154,528.0388734669265
3270,Georgia,2020-05-01,26436.00,21689,1153.00,999,32.13,2024.7560005183018,93.26069641374814,2467.907678071918,107.63722018523684
4975,Georgia,2020-06-01,45757.00,19321,2057.00,904,34.77,1803.6936090190468,84.39206161964796,4271.601287090964,192.02928180488482
6625,Georgia,2020-07-01,79589.00,33832,2779.00,722,57.61,3158.354235305232,67.40162443516132,7429.955522396197,259.4309062400461
8330,Georgia,2020-08-01,174834.00,95245,3744.00,965,59.97,8891.506536463905,90.08665869796492,16321.462058860103,349.51756493801105
10035,Georgia,2020-09-01,256544.00,81710,5604.00,1860,58.27,7627.959463430791,173.638533863435,23949.421522290893,523.156098801446
3272,Hawaii,2020-05-01,610.00,352,16.00,15,42.52,241.87934755794626,10.307358560707938,419.16591480212276,10.994515798088466
4977,Hawaii,2020-06-01,642.00,32,17.00,1,46.40,21.989031596176932,0.6871572373805291,441.15494639829967,11.681673035468995
6627,Hawaii,2020-07-01,909.00,267,18.00,1,78.10,183.47098238060127,0.6871572373805291,624.625928778901,12.368830272849523
8332,Hawaii,2020-08-01,2174.00,1265,25.00,7,77.58,869.2539052863693,4.810100661663704,1493.8798340652704,17.17893093451323
10037,Hawaii,2020-09-01,8628.00,6454,73.00,48,73.77,4434.912810053935,32.9835473942654,5928.792644119205,50.162478328778626
3273,Idaho,2020-05-01,2035.00,1366,63.00,54,28.03,742.7521850290304,29.3620922339441,1106.5158832606712,34.25577427293479
4978,Idaho,2020-06-01,2908.00,873,83.00,20,34.00,474.6871577820963,10.874848975534853,1581.2030410427676,45.13062324846964
6628,Idaho,2020-07-01,6379.00,3471,92.00,9,44.35,1887.3300397040737,4.893682038990684,3468.5330807468413,50.02430528746032
8333,Idaho,2020-08-01,21231.00,14852,197.00,105,41.06,8075.6628492321815,57.09295712155797,11544.195929979023,107.1172624090183
10038,Idaho,2020-09-01,32703.00,11472,370.00,173,42.60,6237.813372366792,94.06744363837647,17782.009302345814,201.18470604739477
1624,Illinois,2020-04-01,6978.00,6975,146.00,146,21.63,544.389903990694,11.39511483622098,544.6240501859589,11.39511483622098
3274,Illinois,2020-05-01,56055.00,49077,2464.00,2318,30.87,3830.397608337103,180.9169602079468,4375.021658523062,192.31207504416778
4979,Illinois,2020-06-01,121666.00,65611,5458.00,2994,32.40,5120.855339173251,233.67790287428502,9495.876997696314,425.98997791845284
6629,Illinois,2020-07-01,145541.00,23875,7160.00,1702,65.65,1863.41347064915,132.83894144690484,11359.290468345464,558.8289193653577
8334,Illinois,2020-08-01,182232.00,36691,7707.00,547,61.52,2863.6860168204385,42.69265626995121,14222.976485165902,601.5215756353089
10039,Illinois,2020-09-01,239115.00,56883,8299.00,592,64.63,4439.646008416151,46.20484919892343,18662.622493582054,647.7264248342323
3275,Indiana,2020-05-01,18941.00,16363,1175.00,1095,23.71,2411.455674488411,161.37285116206138,2791.381893936625,173.16264850723482
4980,Indiana,2020-06-01,35684.00,16743,2142.00,967,19.63,2467.457211877985,142.5091754097839,5258.83910581461,315.6718239170187
6630,Indiana,2020-07-01,47116.00,11432,2650.00,508,52.71,1684.7620406252836,74.8652131418513,6943.6011464398935,390.53703705887
8335,Indiana,2020-08-01,68773.00,21657,2971.00,321,61.90,3191.6455138052634,47.306561847508405,10135.246660245157,437.8435989063784
10040,Indiana,2020-09-01,96988.00,28215,3312.00,341,59.23,4158.114151175855,50.254011183801765,14293.360811421013,488.0976100901802
3276,Iowa,2020-05-01,7883.00,7334,170.00,161,24.61,2298.7936505150346,50.464382019760095,2470.8740587687507,53.28537231900135
4981,Iowa,2020-06-01,19789.00,11906,558.00,388,30.50,3731.8567225295883,121.616026233956,6202.730781298339,174.90139855295735
6631,Iowa,2020-07-01,29618.00,9829,717.00,159,50.48,3080.8348501380246,49.83749528659538,9283.565631436364,224.73889383955273
8336,Iowa,2020-08-01,45293.00,15675,874.00,157,48.61,4913.224771178507,49.21060855343065,14196.79040261487,273.9495023929834
10041,Iowa,2020-09-01,65846.00,20553,1125.00,251,48.10,6442.201513367262,78.67428501217258,20638.991915982133,352.62378740515595
3277,Kansas,2020-05-01,4510.00,4021,136.00,125,24.61,1368.6740098302178,42.54768744809182,1535.120563127153,46.2918839435239
4982,Kansas,2020-06-01,10103.00,5593,217.00,81,30.50,1903.7537271774204,27.5709014663635,3438.874290304573,73.86278540988741
6632,Kansas,2020-07-01,15142.00,5039,280.00,63,50.84,1715.1823764074775,21.44403447383828,5154.056666712051,95.30681988372568
8337,Kansas,2020-08-01,28147.00,13005,358.00,78,49.58,4426.661402099473,26.549756967609298,9580.718068811524,121.85657685133498
10042,Kansas,2020-09-01,43491.00,15344,454.00,96,55.37,5222.8137296281675,32.67662396013452,14803.531798439692,154.5332008114695
3278,Kentucky,2020-05-01,4879.00,4205,248.00,228,25.52,933.2341434530684,50.60104273657541,1082.8179276831204,55.03973069592413
4983,Kentucky,2020-06-01,10150.00,5271,445.00,197,36.87,1169.8162116863552,43.721076399584895,2252.6341393694756,98.76080709550902
6633,Kentucky,2020-07-01,16114.00,5964,597.00,152,73.61,1323.6167494777883,33.734028491050275,3576.250888847264,132.4948355865593
8338,Kentucky,2020-08-01,31612.00,15498,758.00,161,70.48,3439.5392996993232,35.7314380727572,7015.790188546587,168.2262736593165
10043,Kentucky,2020-09-01,51762.00,20150,983.00,225,63.30,4471.978119043835,49.9352395426731,11487.768307590422,218.1615132019896
3279,Louisiana,2020-05-01,28754.00,22330,1970.00,1695,38.19,4794.1530655205925,363.90906610198857,6173.357691266418,422.9503600123407
4984,Louisiana,2020-06-01,40452.00,11698,2801.00,831,36.90,2511.50929513927,178.41205541637316,8684.866986405688,601.3624154287139
6634,Louisiana,2020-07-01,60286.00,19834,3238.00,437,56.87,4258.272812428815,93.82198341390502,12943.139798834503,695.1843988426189
8339,Louisiana,2020-08-01,116394.00,56108,3949.00,711,58.06,12046.14152262559,152.6485817100377,24989.281321460094,847.8329805526565
10044,Louisiana,2020-09-01,149583.00,33189,4984.00,1035,57.53,7125.532740329734,222.20996071714347,32114.814061789828,1070.0429412698
3280,Maine,2020-05-01,1123.00,779,55.00,48,47.68,571.8022929345349,35.23300392921396,824.3054877605682,40.37115033555766
4985,Maine,2020-06-01,2349.00,1226,89.00,34,55.40,899.9096420253398,24.956711116526556,1724.2151297859082,65.32786145208422
6635,Maine,2020-07-01,3294.00,945,105.00,16,70.97,693.6497648563998,11.74433464307132,2417.8648946423077,77.07219609515553
8340,Maine,2020-08-01,3937.00,643,123.00,18,65.03,471.9754484684287,13.212376473455235,2889.8403431107367,90.28457256861077
10045,Maine,2020-09-01,4548.00,611,132.00,9,61.10,448.486779182286,6.6061882367276175,3338.3271222930225,96.89076080533839
3281,Maryland,2020-05-01,23566.00,21581,1192.00,1159,36.35,3493.6405090700937,187.6247324040702,3814.9822638777546,192.96693789961316
4986,Maryland,2020-06-01,54035.00,30469,2552.00,1360,39.87,4932.474522536337,220.16362042237742,8747.456786414092,413.1305583219906
6636,Maryland,2020-07-01,68502.00,14467,3205.00,653,71.10,2341.99051224304,105.71091480574445,11089.44729865713,518.8414731277351
8341,Maryland,2020-08-01,89925.00,21423,3506.00,301,73.42,3468.0626766974938,48.72738951995265,14557.509975354626,567.5688626476878
10046,Maryland,2020-09-01,109353.00,19428,3761.00,255,71.90,3145.102071739668,41.28067882919577,17702.612047094295,608.8495414768835
1632,Massachusetts,2020-04-01,7738.00,7737,122.00,122,23.10,1100.581984111619,17.354401197055385,1100.7242333017587,17.354401197055385
3282,Massachusetts,2020-05-01,64311.00,56573,3716.00,3594,47.68,8047.463433778806,511.2435893624349,9148.187667080565,528.5979905594902
4987,Massachusetts,2020-06-01,100805.00,36494,7035.00,3319,55.40,5191.241944961796,472.12506207399036,14339.42961204236,1000.7230526334806
6637,Massachusetts,2020-07-01,109143.00,8338,8081.00,1046,79.65,1186.0737473856377,148.79265288622895,15525.503359428,1149.5157055197096
8342,Massachusetts,2020-08-01,118040.00,8897,8626.00,545,74.65,1265.5910446737848,77.52580862619004,16791.094404101783,1227.0415141458996
10047,Massachusetts,2020-09-01,128888.00,10848,9064.00,438,71.70,1543.1192146365313,62.305145281231624,18334.213618738315,1289.3466594271313
3283,Michigan,2020-05-01,42348.00,33056,3866.00,3530,37.42,3280.233625351792,350.2911634042784,4202.303169361015,383.63332513341084
4988,Michigan,2020-06-01,58435.00,16087,5525.00,1659,37.40,1596.3552254064098,164.62692353759144,5798.658394767424,548.2602486710023
6638,Michigan,2020-07-01,71279.00,12844,6202.00,677,74.65,1274.5438251457654,67.18048657923413,7073.20221991319,615.4407352502363
8343,Michigan,2020-08-01,91450.00,20171,6460.00,258,73.94,2001.6212626140791,25.602017042012413,9074.823482527268,641.0427522922488
10048,Michigan,2020-09-01,113969.00,22519,6770.00,310,65.03,2234.619464221231,30.762113500092436,11309.442946748499,671.8048657923413
3284,Minnesota,2020-05-01,5730.00,5041,371.00,354,24.61,883.3795321610783,62.034587261460366,1004.1191666897398,65.01364936158699
4989,Minnesota,2020-06-01,25218.00,19488,1060.00,689,30.50,3415.056600427513,120.73963452866155,4419.175767117253,185.75328389024855
6639,Minnesota,2020-07-01,36753.00,11535,1482.00,422,59.32,2021.38125440945,73.95083566196688,6440.557021526703,259.70411955221545
8344,Minnesota,2020-08-01,55228.00,18475,1646.00,164,57.71,3237.539547049379,28.739187318868645,9678.096568576082,288.4433068710841
10049,Minnesota,2020-09-01,76404.00,21176,1872.00,226,61.83,3710.85994307538,39.60400203697752,13388.956511651462,328.0473089080616
3285,Mississippi,2020-05-01,7212.00,6139,281.00,259,27.84,2073.0907151943466,87.46220805266914,2435.4341485554046,94.89143035830126
4990,Mississippi,2020-06-01,15752.00,8540,739.00,458,30.77,2883.8890222771984,154.66290072634155,5319.323170832603,249.55433108464283
6640,Mississippi,2020-07-01,27900.00,12148,1082.00,343,42.48,4102.281480400868,115.82832958326453,9421.60465123347,365.3826606679074
8345,Mississippi,2020-08-01,59881.00,31981,1693.00,611,53.03,10799.72538892823,206.32976494278316,20221.3300401617,571.7124256106905
10050,Mississippi,2020-09-01,83584.00,23703,2493.00,800,60.97,8004.31165047265,270.1535383866228,28225.64169063435,841.8659639973133
3286,Missouri,2020-05-01,7840.00,6260,355.00,334,26.23,1017.0736775645732,54.26559238124081,1273.779174457868,57.67750088425295
4991,Missouri,2020-06-01,13523.00,5683,786.00,431,34.67,923.3274296484776,70.02536022848739,2197.1066041063455,127.70286111274034
6641,Missouri,2020-07-01,22595.00,9072,1049.00,263,59.74,1473.9444733012474,42.73009220439022,3671.051077407593,170.43295331713057
8346,Missouri,2020-08-01,52012.00,29417,1311.00,262,47.43,4779.43392538611,42.567620370913446,8450.485002793703,213.000573688044
10051,Missouri,2020-09-01,87414.00,35402,1651.00,340,51.57,5751.827848744572,55.24042338210142,14202.312851538276,268.24099707014545
3287,Montana,2020-05-01,452.00,233,16.00,11,28.03,214.90004381009476,10.145495630519495,416.887638635892,14.757084553482903
4992,Montana,2020-06-01,519.00,67,17.00,1,34.00,61.795291567709654,0.9223177845926814,478.68293020360164,15.679402338075583
6642,Montana,2020-07-01,1016.00,497,22.00,5,57.61,458.39193894256266,4.611588922963407,937.0748691461644,20.29099126103899
8347,Montana,2020-08-01,4081.00,3065,61.00,39,52.80,2826.9040097765687,35.97039359911457,3763.9788789227327,56.26138486015357
10052,Montana,2020-09-01,7526.00,3445,105.00,44,51.63,3177.3847679217874,40.58198252207798,6941.36364684452,96.84336738223155
1638,Nebraska,2020-04-01,249.00,236,5.00,5,21.67,120.31583927435274,2.5490643914057785,126.94340669200777,2.5490643914057785
3288,Nebraska,2020-05-01,4838.00,4589,72.00,67,24.61,2339.5312984322236,34.15746284483743,2466.474705124231,36.70652723624321
4993,Nebraska,2020-06-01,14345.00,9507,183.00,111,31.03,4846.791033818947,56.58922948920828,7313.265738943178,93.2957567254515
6643,Nebraska,2020-07-01,19325.00,4980,282.00,99,48.52,2538.868133840155,50.471474949834416,9852.133872783334,143.7672316752859
8348,Nebraska,2020-08-01,26391.00,7066,338.00,56,46.20,3602.337797934646,28.54952118374472,13454.47167071798,172.31675285903063
10053,Nebraska,2020-09-01,34574.00,8183,405.00,67,50.43,4171.798782974697,34.15746284483743,17626.270453692676,206.47421570386805
3289,Nevada,2020-05-01,5249.00,3970,254.00,222,28.03,1278.7418983487157,71.50647391269897,1690.7093764313374,81.81371339561053
4994,Nevada,2020-06-01,8701.00,3452,420.00,166,34.00,1111.893459219085,53.46880481760373,2802.602835650422,135.28251821321427
6644,Nevada,2020-07-01,19151.00,10450,512.00,92,69.40,3365.9578936383073,29.633313513370744,6168.56072928873,164.91583172658503
8349,Nevada,2020-08-01,49207.00,30056,832.00,320,66.40,9681.074684324685,103.07239482911564,15849.635413613416,267.98822655570063
10054,Nevada,2020-09-01,69708.00,20501,1313.00,481,66.73,6603.397394974061,154.93069347751444,22453.032808587475,422.9189200332151
3290,New Hampshire,2020-05-01,2310.00,1895,81.00,77,47.52,1375.6516196755204,55.89718982322695,1676.9156946968085,58.80093994391407
4995,New Hampshire,2020-06-01,4685.00,2375,245.00,164,54.73,1724.101634157974,119.05375494817169,3401.0173288547826,177.85469489208575
6645,New Hampshire,2020-07-01,5802.00,1117,373.00,128,72.60,810.8722212018766,92.92000386198767,4211.88955005666,270.7746987540734
8350,New Hampshire,2020-08-01,6613.00,811,416.00,43,67.00,588.7353369693125,31.21531379738648,4800.6248870259715,301.99001255145987
10055,New Hampshire,2020-09-01,7297.00,684,432.00,16,63.23,496.54127063749655,11.615000482748458,5297.166157663469,313.60501303420835
3291,New Jersey,2020-05-01,121190.00,98935,7538.00,7183,50.03,10650.776607240785,773.2807234023404,13046.62270209239,811.4979942930311
4996,New Jersey,2020-06-01,160918.00,39728,11721.00,4183,50.60,4276.88940266298,450.3178708049548,17323.51210475537,1261.8158650979858
6646,New Jersey,2020-07-01,173782.00,12864,15078.00,3357,70.80,1384.8647119375898,361.3954320564746,18708.37681669296,1623.2112971544605
8351,New Jersey,2020-08-01,183904.00,10122,15830.00,752,67.80,1089.6766646635792,80.95602171774468,19798.05348135654,1704.1673188722052
10056,New Jersey,2020-09-01,194070.00,10166,15950.00,120,68.47,1094.413453168341,12.918514103895427,20892.46693452488,1717.0858329761006
3292,New Mexico,2020-05-01,3513.00,3150,131.00,125,28.03,1487.5878503269387,59.03126390186265,1659.014640697948,61.86476456915206
4997,New Mexico,2020-06-01,7800.00,4287,362.00,231,34.00,2024.5362267782814,109.08977569064217,3683.550867476229,170.95454025979424
6647,New Mexico,2020-07-01,12276.00,4476,500.00,138,72.00,2113.7914977978976,65.17051534765636,5797.342365274127,236.1250556074506
8352,New Mexico,2020-08-01,20796.00,8520,651.00,151,69.60,4023.570947550958,71.30976679345008,9820.913312825085,307.43482240090066
10057,New Mexico,2020-09-01,25460.00,4664,787.00,136,70.37,2202.574518706299,64.22601512522657,12023.487831531384,371.66083752612724
1643,New York,2020-04-01,84364.00,84363,2415.00,2415,36.17,4176.127921595343,119.54706364938129,4176.177423485053,119.54706364938129
3293,New York,2020-05-01,313575.00,229211,23841.00,21426,46.16,11346.377642293306,1060.627488924076,15522.555065778359,1180.1745525734573
4998,New York,2020-06-01,376520.00,62945,29766.00,5925,56.43,3115.8964477889463,293.29869653109074,18638.451513567306,1473.473249104548
6648,New York,2020-07-01,398770.00,22250,31791.00,2025,80.60,1101.4170460450243,100.24132666252468,19739.86855961233,1573.7145757670726
8353,New York,2020-08-01,420477.00,21707,32390.00,599,69.60,1074.5375199325547,29.65163193622335,20814.406079544882,1603.366207703296
10058,New York,2020-09-01,440237.00,19760,32551.00,161,71.67,978.1573406674013,7.969804243292086,21792.563420212286,1611.336011946588
3294,North Carolina,2020-05-01,10922.00,9331,405.00,394,31.39,893.8263430768163,37.74167604461105,1046.2299130945223,38.795377660069725
4999,North Carolina,2020-06-01,29368.00,18446,923.00,518,37.30,1766.9618180682623,49.619766982508935,2813.1917311627844,88.41514464257867
6649,North Carolina,2020-07-01,66815.00,37447,1389.00,466,53.20,3587.0876721892128,44.63863207306788,6400.279403351998,133.05377671564656
8354,North Carolina,2020-08-01,124015.00,57200,1989.00,600,56.00,5479.248400385157,57.47463357047367,11879.527803737154,190.52841028612022
10059,North Carolina,2020-09-01,169966.00,45951,2769.00,780,61.20,4401.6948119947265,74.71702364161577,16281.22261573188,265.245433927736
3295,North Dakota,2020-05-01,1107.00,960,23.00,20,24.61,1232.2004790179362,25.67084331287367,1420.8811773675577,29.52146980980472
5000,North Dakota,2020-06-01,2628.00,1521,64.00,41,30.50,1952.2676339440427,52.625228791391024,3373.1488113116,82.14669860119575
6650,North Dakota,2020-07-01,3624.00,996,89.00,25,36.80,1278.407996981109,32.08855414109209,4651.556808292709,114.23525274228784
8355,North Dakota,2020-08-01,6606.00,2982,107.00,18,37.20,3827.5227379494645,23.103758981586303,8479.079546242174,137.33901172387414
10060,North Dakota,2020-09-01,12004.00,5398,149.00,42,39.63,6928.560610144604,53.90877095703471,15407.640156386777,191.24778268090884
1647,Ohio,2020-04-01,2548.00,2352,65.00,63,18.73,199.33135855168817,5.3392328183487905,215.9423050976622,5.508732272899546
3297,Ohio,2020-05-01,18743.00,16195,1002.00,937,25.77,1372.5218332247407,79.41049445702883,1588.464138322403,84.91922672992838
5002,Ohio,2020-06-01,35984.00,17241,2206.00,1204,29.00,1461.1700479547858,102.03867163955466,3049.6341862771887,186.95789836948305
6652,Ohio,2020-07-01,52865.00,16881,2876.00,670,56.20,1430.6601461356497,56.78231727450301,4480.294332412838,243.74021564398606
8357,Ohio,2020-08-01,92087.00,39222,3515.00,639,59.60,3324.0538031948613,54.1550757289663,7804.3481356077,297.8952913729524
10062,Ohio,2020-09-01,124610.00,32523,4165.00,650,60.10,2756.315380177107,55.08732272899546,10560.663515784807,352.98261410194783
3298,Oklahoma,2020-05-01,3748.00,3029,230.00,200,38.19,765.0239824536989,50.51330356247599,946.6193087608001,58.09029909684739
5003,Oklahoma,2020-06-01,6573.00,2825,334.00,104,36.90,713.5004128199733,26.266917852487516,1660.1197215807733,84.3572169493349
6653,Oklahoma,2020-07-01,14112.00,7539,389.00,55,48.80,1904.0989777875325,13.891158479680897,3564.218699368306,98.2483754290158
8358,Oklahoma,2020-08-01,37706.00,23594,549.00,160,51.00,5959.054421265292,40.41064284998079,9523.2731206336,138.6590182789966
10063,Oklahoma,2020-09-01,59399.00,21693,809.00,260,50.50,5478.925470903959,65.66729463121878,15002.198591537557,204.3263129102154
1649,Oregon,2020-04-01,737.00,735,19.00,19,24.47,173.461315530617,4.484034006913909,173.93331911029213,4.484034006913909
3299,Oregon,2020-05-01,2579.00,1842,104.00,85,31.55,434.71529688081154,20.0601521361938,608.6486159911037,24.54418614310771
5004,Oregon,2020-06-01,4303.00,1724,154.00,50,33.00,406.8670856799778,11.800089491878706,1015.5157016710815,36.34427563498642
6654,Oregon,2020-07-01,9019.00,4716,211.00,57,65.00,1112.9844408739996,13.452102020741725,2128.500142545081,49.79637765572814
8359,Oregon,2020-08-01,18817.00,9798,329.00,118,58.60,2312.3455368285513,27.84821120083375,4440.845679373632,77.64458885656188
10064,Oregon,2020-09-01,26958.00,8141,467.00,138,60.93,1921.290571067691,32.56824699758523,6362.136250441324,110.21283585414712
3300,Pennsylvania,2020-05-01,49764.00,43959,2671.00,2593,51.20,3380.7593807439994,199.4201204365247,3827.2051189368362,205.4188745414414
5005,Pennsylvania,2020-06-01,76734.00,26970,5574.00,2903,51.57,2074.1845924308027,223.26132264837304,5901.389711367639,428.6801971898144
6655,Pennsylvania,2020-07-01,91864.00,15130,6704.00,1130,66.37,1163.604482146016,86.90502741738254,7064.994193513655,515.585224607197
8360,Pennsylvania,2020-08-01,117468.00,25604,7270.00,566,60.37,1969.1294884908518,43.52942081260046,9034.123682004507,559.1146454197974
10065,Pennsylvania,2020-09-01,139591.00,22123,7764.00,494,63.43,1701.4158597829683,37.99210933113892,10735.539541787475,597.1067547509364
1652,Rhode Island,2020-04-01,566.00,564,10.00,10,22.30,513.9518798883522,9.11262198383603,515.7744042851193,9.11262198383603
3302,Rhode Island,2020-05-01,8962.00,8396,279.00,269,45.80,7650.9574176287315,245.12953136518925,8166.7318219138515,254.24215334902527
5007,Rhode Island,2020-06-01,14991.00,6029,720.00,441,55.20,5493.999794054743,401.86662948716895,13660.731615968594,656.1087828361942
6657,Rhode Island,2020-07-01,16853.00,1862,956.00,236,77.83,1696.770213390269,215.05787881853033,15357.501829358864,871.1666616547245
8362,Rhode Island,2020-08-01,19022.00,2169,1007.00,51,73.63,1976.5277082940352,46.47437211756376,17334.0295376529,917.6410337722883
10067,Rhode Island,2020-09-01,22002.00,2980,1050.00,43,71.27,2715.561351183137,39.18427453049493,20049.590888836035,956.8253083027832
3303,South Carolina,2020-05-01,6258.00,4965,256.00,230,27.23,970.0249588496462,44.935697993034964,1222.6417306104906,50.01538559224762
5008,South Carolina,2020-06-01,12148.00,5890,500.00,244,29.43,1150.7446138216346,47.67091439261101,2373.386344432125,97.68629998485862
6658,South Carolina,2020-07-01,37919.00,25771,766.00,266,58.53,5034.947273819583,51.96911159194479,7408.333618251709,149.6554115768034
8363,South Carolina,2020-08-01,90599.00,52680,1751.00,985,71.20,10292.228566404705,192.44201097017148,17700.562184656414,342.0974225469749
10068,South Carolina,2020-09-01,119846.00,29247,2757.00,1006,60.90,5714.062431314321,196.54483556953556,23414.624615970733,538.6422581165104
3304,South Dakota,2020-05-01,2525.00,2396,21.00,20,24.60,2702.254623212548,22.556382497600566,2847.7432903220715,23.684201622480593
5009,South Dakota,2020-06-01,5034.00,2509,62.00,41,30.50,2829.698184323991,46.24058412008116,5677.4414746460625,69.92478574256175
6659,South Dakota,2020-07-01,6826.00,1792,93.00,31,33.80,2021.0518717850107,34.962392871280876,7698.4933464310725,104.88717861384262
8364,South Dakota,2020-08-01,8867.00,2041,134.00,41,33.67,2301.878833880138,46.24058412008116,10000.372180311211,151.1277627339238
10069,South Dakota,2020-09-01,13749.00,4882,167.00,33,37.50,5506.012967664298,37.21803112104093,15506.385147975509,188.3457938549647
3305,Tennessee,2020-05-01,11781.00,9092,205.00,182,22.47,1315.6143102719784,26.335438239056323,1704.7131752435305,29.663543071464538
5010,Tennessee,2020-06-01,23242.00,11461,361.00,156,24.53,1658.4091080100247,22.57323277633399,3363.1222832535555,52.23677584779853
6660,Tennessee,2020-07-01,44360.00,21118,602.00,241,50.97,3055.779036991162,34.87275063523392,6418.901320244717,87.10952648303245
8365,Tennessee,2020-08-01,105455.00,61095,1056.00,454,57.53,8840.459336346956,65.6938953875361,15259.360656591673,152.80342187056854
10070,Tennessee,2020-09-01,153274.00,47819,1753.00,697,55.00,6919.419346996892,100.85604644297943,22178.780003588567,253.659468313548
1656,Texas,2020-04-01,4402.00,4391,65.00,65,32.40,150.65788017740644,2.230189526652566,151.03529686653224,2.230189526652566
3306,Texas,2020-05-01,30342.00,25940,853.00,788,43.77,890.0171741748857,27.036759184649572,1041.052471041418,29.26694871130214
5011,Texas,2020-06-01,66081.00,35739,1695.00,842,42.47,1226.2268229697856,28.88953202217632,2267.2792940112035,58.15648073347845
6661,Texas,2020-07-01,174826.00,108745,2518.00,823,66.00,3731.107078089743,28.23763046823172,5998.386372100947,86.39411120171017
8366,Texas,2020-08-01,448224.00,273398,7477.00,4959,69.13,9380.451633965513,170.14630557953961,15378.838006066459,256.5404167812498
10071,Texas,2020-09-01,645534.00,197310,13004.00,5527,67.93,6769.8260846741205,189.63473098167282,22148.664090740578,446.1751477629226
1657,Utah,2020-04-01,1012.00,1011,7.00,7,21.23,309.02159666660145,2.1396154071871516,309.3272560104853,2.1396154071871516
3307,Utah,2020-05-01,4829.00,3817,46.00,39,27.93,1166.7017156047652,11.920714411471273,1476.0289716152506,14.060329818658424
5012,Utah,2020-06-01,10026.00,5197,113.00,67,34.00,1588.511610164518,20.47917604021988,3064.5405817797687,34.5395058588783
6662,Utah,2020-07-01,22864.00,12838,173.00,60,57.70,3924.0546567812357,18.33956063303273,6988.595238561004,52.87906649191103
8367,Utah,2020-08-01,40754.00,17890,312.00,139,54.40,5468.2456620825915,42.486648799859154,12456.840900643596,95.36571529177019
10072,Utah,2020-09-01,52505.00,11751,410.00,98,54.30,3591.8029499794598,29.95461570062012,16048.643850623055,125.32033099239031
3308,Vermont,2020-05-01,879.00,558,49.00,33,45.80,867.7032454900424,51.31578333543261,1366.8658652074323,76.19616313443025
5013,Vermont,2020-06-01,983.00,104,55.00,6,55.20,161.72246869348461,9.330142424624112,1528.588333900917,85.52630555905436
6663,Vermont,2020-07-01,1210.00,227,56.00,1,76.60,352.9903883982789,1.555023737437352,1881.578722299196,87.08132929649172
8368,Vermont,2020-08-01,1421.00,211,57.00,1,72.53,328.1100085992813,1.555023737437352,2209.6887308984774,88.63635303392907
10073,Vermont,2020-09-01,1635.00,214,58.00,1,69.37,332.77507981159334,1.555023737437352,2542.4638107100704,90.19137677136642
3310,Virginia,2020-05-01,16901.00,15390,581.00,563,40.57,1783.0262160464713,65.22701492099827,1958.084865328227,67.31242569999999
5015,Virginia,2020-06-01,45398.00,28497,1392.00,811,49.70,3301.552831622891,93.95934120946642,5259.6376969511175,161.2717669094664
6665,Virginia,2020-07-01,63203.00,17805,1786.00,394,77.13,2062.818828895869,45.64732482925989,7322.456525846987,206.9190917387263
8370,Virginia,2020-08-01,90801.00,27598,2215.00,429,79.43,3197.398148827194,49.70229023287435,10519.854674674181,256.62138197160067
